"","segment_area_id","start_time","flow_type","volume","segment_name","state","city","functional_classification","descriptions","facility_types","lat","long","year","month"
"21",37,2020-09-01,"bike",127,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2020,"Sep"
"22",37,2020-10-01,"bike",90,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2020,"Oct"
"23",37,2020-11-01,"bike",84,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2020,"Nov"
"24",37,2020-12-01,"bike",55,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2020,"Dec"
"25",37,2021-01-01,"bike",51,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2021,"Jan"
"26",37,2021-02-01,"bike",35,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2021,"Feb"
"27",37,2021-03-01,"bike",73,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2021,"Mar"
"28",37,2021-04-01,"bike",100,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2021,"Apr"
"29",37,2021-05-01,"bike",99,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2021,"May"
"30",37,2021-06-01,"bike",93,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2021,"Jun"
"31",37,2021-07-01,"bike",82,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2021,"Jul"
"32",37,2021-08-01,"bike",77,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2021,"Aug"
"33",37,2021-09-01,"bike",90,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2021,"Sep"
"34",37,2021-10-01,"bike",76,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2021,"Oct"
"35",37,2021-11-01,"bike",52,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2021,"Nov"
"36",37,2021-12-01,"bike",46,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2021,"Dec"
"37",37,2022-01-01,"bike",19,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2022,"Jan"
"38",37,2022-02-01,"bike",38,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2022,"Feb"
"39",37,2022-03-01,"bike",55,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2022,"Mar"
"40",37,2022-04-01,"bike",62,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2022,"Apr"
"41",37,2022-05-01,"bike",49,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2022,"May"
"42",37,2022-06-01,"bike",63,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2022,"Jun"
"43",37,2022-07-01,"bike",59,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2022,"Jul"
"44",37,2022-08-01,"bike",68,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2022,"Aug"
"45",37,2022-09-01,"bike",72,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2022,"Sep"
"46",37,2022-10-01,"bike",57,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2022,"Oct"
"47",37,2022-11-01,"bike",46,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2022,"Nov"
"48",37,2022-12-01,"bike",27,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2022,"Dec"
"49",37,2023-01-01,"bike",36,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2023,"Jan"
"50",37,2023-02-01,"bike",19,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2023,"Feb"
"51",37,2023-03-01,"bike",20,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2023,"Mar"
"52",37,2023-04-01,"bike",58,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2023,"Apr"
"53",37,2023-05-01,"bike",69,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2023,"May"
"54",37,2023-06-01,"bike",58,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2023,"Jun"
"55",37,2023-07-01,"bike",55,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2023,"Jul"
"56",37,2023-08-01,"bike",59,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2023,"Aug"
"57",37,2023-09-01,"bike",53,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2023,"Sep"
"58",37,2023-10-01,"bike",57,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2023,"Oct"
"59",37,2023-11-01,"bike",37,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2023,"Nov"
"60",37,2023-12-01,"bike",24,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2023,"Dec"
"61",37,2024-01-01,"bike",21,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2024,"Jan"
"62",37,2024-02-01,"bike",31,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2024,"Feb"
"63",37,2024-03-01,"bike",40,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2024,"Mar"
"64",37,2024-04-01,"bike",53,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2024,"Apr"
"65",37,2024-05-01,"bike",53,"Military Rd (26th Place)","VA","Arlington","Minor Arterial","Northbound bicyclists on bike lane on East side of Military Rd in the 2500 block, near 26th Place N; Southbound bicyclists on bike lane on West side of Military Rd in the 2500 block, near 26th Place N","bike lane","38.90556","-77.10936",2024,"May"
"66",38,2020-02-01,"mixed",226,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2020,"Feb"
"67",38,2020-03-01,"mixed",345,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2020,"Mar"
"68",38,2020-04-01,"mixed",160,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2020,"Apr"
"69",38,2020-05-01,"mixed",273,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2020,"May"
"70",38,2020-06-01,"mixed",287,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2020,"Jun"
"71",38,2020-07-01,"mixed",414,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2020,"Jul"
"72",38,2020-08-01,"mixed",254,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2020,"Aug"
"73",38,2020-09-01,"mixed",287,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2020,"Sep"
"74",38,2020-10-01,"mixed",247,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2020,"Oct"
"75",38,2020-11-01,"mixed",211,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2020,"Nov"
"76",38,2020-12-01,"mixed",140,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2020,"Dec"
"77",38,2021-01-01,"mixed",139,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2021,"Jan"
"78",38,2021-02-01,"mixed",135,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2021,"Feb"
"79",38,2021-03-01,"mixed",257,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2021,"Mar"
"80",38,2021-04-01,"mixed",326,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2021,"Apr"
"81",38,2021-05-01,"mixed",305,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2021,"May"
"82",38,2021-06-01,"mixed",276,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2021,"Jun"
"83",38,2021-07-01,"mixed",305,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2021,"Jul"
"84",38,2021-08-01,"mixed",265,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2021,"Aug"
"85",38,2021-09-01,"mixed",320,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2021,"Sep"
"86",38,2021-10-01,"mixed",271,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2021,"Oct"
"87",38,2021-11-01,"mixed",179,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2021,"Nov"
"88",38,2021-12-01,"mixed",150,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2021,"Dec"
"89",38,2022-01-01,"mixed",111,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2022,"Jan"
"90",38,2022-02-01,"mixed",190,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2022,"Feb"
"91",38,2022-03-01,"mixed",368,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2022,"Mar"
"92",38,2022-04-01,"mixed",268,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2022,"Apr"
"93",38,2022-05-01,"mixed",221,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2022,"May"
"94",38,2022-06-01,"mixed",250,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2022,"Jun"
"95",38,2022-07-01,"mixed",203,"Four Mile Run Trail","VA","Alexandria","Trail or Shared Use Path","Section of Four Mile Run Trail near S Four Mile Run Drive, Henry G. Shirley Memorial Highway (Interstate 395), and Four Mile Run stream","path/trail","38.84326","-77.08086",2022,"Jul"
